Groups,Species,Species_ID,Origin,Origin_ID,SI,A_years,H_m,DBH_cm,N_trees,RS(P),BA_sq_m_ha,GS_cub_m,ALL_STEM_t_ha,Stem_wood_t_ha,Stem_bark_t_ha,Crown_t_ha,Foliage_t_ha,LN_GS_cub_m,LN_ALL_STEM_t_ha,LN_Stem_wood_t_ha,LN_Stem_bark_t_ha,LN_Crown_t_ha,LN_Foliage_t_ha
1,Pine,0,n,0,5,42,6.4,5.9,6250,1.01,19.8,72,28.8,24.8,4,5,4.4,4.28,3.36,3.21,1.39,1.61,1.48
1,Pine,0,n,0,4,39,8.7,8.8,5280,0.84,21.4,90,37,31.6,5.4,5.8,4.7,4.50,3.61,3.45,1.69,1.76,1.55
1,Pine,0,n,0,6,60,5.6,7.3,2955,0.74,12.7,46,20.2,17.4,2.8,4.5,4.2,3.83,3.01,2.86,1.03,1.50,1.44
1,Pine,0,n,0,7,70,4.2,5.1,2886,0.65,8,31,11.9,9.6,2.3,2.9,2.9,3.43,2.48,2.26,0.83,1.06,1.06
1,Pine,0,n,0,3,18,5.7,4.9,8380,0.89,15.5,50.3,,,,,,3.92,,,,,
1,Pine,0,n,0,2,65,19.1,20.6,785,0.73,32.6,239,112.3,99,13.3,9.69,3.82,5.48,4.72,4.60,2.59,2.27,1.34
1,Pine,0,n,0,2,50,15.2,13.6,1745,0.8,32,190,87.1,75.2,11.9,11.2,3.86,5.25,4.47,4.32,2.48,2.42,1.35
1,Pine,0,n,0,0,55,23.8,25.6,600,0.68,32.6,331,111.3,97.2,14.1,19.4,7.59,5.80,4.71,4.58,2.65,2.97,2.03
1,Pine,0,n,0,0,60,21.1,23.3,665,0.65,30.2,269,105,93.5,11.5,11.1,4.87,5.59,4.65,4.54,2.44,2.41,1.58
1,Pine,0,n,0,3,70,15.6,15.6,955,0.56,19.1,134,65.2,54.9,10.3,10.8,3,4.90,4.18,4.01,2.33,2.38,1.10
1,Pine,0,a,1,0,38,17.9,17.6,1879,0.87,34,285,107.8,,,14,3.9,5.65,4.68,,,2.64,1.36
1,Pine,0,a,1,0,38,17.9,17.3,2150,1.11,43.2,362,123.5,,,34.5,14.7,5.89,4.82,,,3.54,2.69
1,Pine,0,a,1,1,38,16.1,16.5,2314,1.23,45.4,329,148.7,,,19.7,9.7,5.80,5.00,,,2.98,2.27
1,Pine,0,a,1,0,38,17.7,17,1787,1.02,39.3,326,149.2,,,16.9,7.2,5.79,5.01,,,2.83,1.97
1,Pine,0,a,1,0,38,16.5,14.9,1937,1.03,38.5,298,129.5,,,12.9,6.9,5.70,4.86,,,2.56,1.93
1,Pine,0,a,1,2,31,11.2,11,2940,1.13,34.5,174,94.6,,,12.1,7,5.16,4.55,,,2.49,1.95
1,Pine,0,a,1,2,19,7.3,7.2,6275,1.56,35,125,44.6,,,11.9,8.9,4.83,3.80,,,2.48,2.19
1,Pine,0,a,1,2,12,3.6,4,11562,1.92,19.7,50,21.2,,,11.2,6,3.91,3.05,,,2.42,1.79
1,Pine,0,a,1,1,31,13.4,13,2365,1.09,36.6,222,103,,,11.2,4.1,5.40,4.63,,,2.42,1.41
1,Pine,0,a,1,1,19,8.9,9.8,3540,1.34,35.2,146,61.6,,,25.9,7.1,4.98,4.12,,,3.25,1.96
1,Pine,0,a,1,1,12,5,6,6665,1.79,27.8,76,24.8,,,13.1,4.9,4.33,3.21,,,2.57,1.59
1,Pine,0,a,1,-1,15,9.1,8.1,4830,1.03,27.4,123,44.4,40.3,4.1,9.65,8.6,4.81,3.79,3.70,1.41,2.27,2.15
1,Pine,0,a,1,-1,20,12.2,10.5,3700,1.03,32.9,198,69.8,64.9,4.9,12.5,9.71,5.29,4.25,4.17,1.59,2.53,2.27
1,Pine,0,a,1,-1,30,17.4,15.3,2150,0.98,37.8,327,115.6,107.5,8.1,17.2,10.1,5.79,4.75,4.68,2.09,2.84,2.31
1,Pine,0,a,1,-1,40,21.4,19.6,1430,0.95,40.6,427,150.5,139.9,10.6,21,9.7,6.06,5.01,4.94,2.36,3.04,2.27
1,Pine,0,a,1,-1,60,26.6,26.4,850,0.93,43.7,556,195.5,181.7,13.8,25.2,8.29,6.32,5.28,5.20,2.62,3.23,2.12
1,Pine,0,a,1,0,80,29.7,32.3,580,0.99,48,636,224.2,208.4,15.8,27.2,7.16,6.46,5.41,5.34,2.76,3.30,1.97
1,Pine,0,a,1,0,100,32.4,36.8,450,0.98,47.4,700,246.7,229.4,17.3,28.5,6.37,6.55,5.51,5.44,2.85,3.35,1.85
1,Pine,0,a,1,-1,15,9.2,9.2,2950,0.79,21.1,96,32.5,30.2,2.3,12.1,12.7,4.56,3.48,3.41,0.83,2.49,2.54
1,Pine,0,a,1,-2,20,12.5,13,1750,0.72,23.3,144,48.4,45,3.4,14.2,12.7,4.97,3.88,3.81,1.22,2.65,2.54
1,Pine,0,a,1,-2,30,18,20.1,970,0.73,28.6,256,86.9,80.8,6.1,19.1,12.6,5.55,4.46,4.39,1.81,2.95,2.53
1,Pine,0,a,1,-1,40,22.1,25.7,720,0.79,34.4,372,127.4,118.4,9,23.9,12.3,5.92,4.85,4.77,2.20,3.17,2.51
1,Pine,0,a,1,-1,60,27.6,33.8,470,0.81,38.7,510,179.1,166.5,12.6,26.8,10,6.23,5.19,5.11,2.53,3.29,2.30
1,Pine,0,a,1,0,80,30.7,41.1,360,0.95,46.2,636,209.9,195.1,14.8,27,8.19,6.46,5.35,5.27,2.69,3.30,2.10
1,Pine,0,a,1,0,100,33.4,45.5,300,0.94,45.1,700,232.1,215.8,16.3,27.1,6.89,6.55,5.45,5.37,2.79,3.30,1.93
1,Pine,0,a,1,0,15,7.4,6.7,5810,1.07,24.2,87,31.6,28.5,3.1,7.56,6.81,4.47,3.45,3.35,1.13,2.02,1.92
1,Pine,0,a,1,0,20,10.4,9,4400,1.07,31.1,152,53.6,49.8,3.8,10.1,8.15,5.02,3.98,3.91,1.34,2.31,2.10
1,Pine,0,a,1,0,30,15.1,13.2,2670,1.06,37.9,269,94.8,88.1,6.7,14.5,8.95,5.59,4.55,4.48,1.90,2.67,2.19
1,Pine,0,a,1,0,40,18.6,16.9,1810,1.04,41.1,357,125.9,117,8.9,18.1,9.16,5.88,4.84,4.76,2.19,2.90,2.21
1,Pine,0,a,1,0,60,23.3,23.3,1038,1.01,44.7,475,167.5,155.7,11.8,22.1,7.69,6.16,5.12,5.05,2.47,3.10,2.04
1,Pine,0,a,1,1,80,26.3,28.6,720,1.05,49.4,549,193.6,179.9,13.7,24.6,6.82,6.31,5.27,5.19,2.62,3.20,1.92
1,Pine,0,a,1,1,100,28.6,32.9,560,1.05,50.9,609,214.4,199.3,15.1,26.3,6.19,6.41,5.37,5.29,2.71,3.27,1.82
1,Pine,0,a,1,0,15,7.6,7.2,4750,0.97,22.6,83,27.2,25.3,1.9,9.58,10.7,4.42,3.30,3.23,0.64,2.26,2.37
1,Pine,0,a,1,0,20,10.8,11.1,2370,0.85,25.2,128,39.8,37,2.8,11.8,11.3,4.85,3.68,3.61,1.03,2.47,2.42
1,Pine,0,a,1,0,30,15.6,17.8,1120,0.77,28.1,206,67.7,62.9,4.8,16.4,11.5,5.33,4.22,4.14,1.57,2.80,2.44
1,Pine,0,a,1,0,40,19.2,23.3,760,0.79,31.9,286,94.9,88.2,6.7,20,11,5.66,4.55,4.48,1.90,3.00,2.40
1,Pine,0,a,1,0,60,24.4,30.5,530,0.84,38,420,136.9,127.3,9.6,23.1,9.12,6.04,4.92,4.85,2.26,3.14,2.21
1,Pine,0,a,1,0,80,27.7,35.5,440,0.89,42.7,528,174.5,162.2,12.3,24,7.7,6.27,5.16,5.09,2.51,3.18,2.04
1,Pine,0,a,1,1,100,29.7,40.3,370,1,49,609,201.5,187.4,14.1,24.7,6.64,6.41,5.31,5.23,2.65,3.21,1.89
1,Pine,0,a,1,2,15,5.8,5.1,7510,1,18.2,56,20.2,18.4,1.8,5.47,5.02,4.03,3.01,2.91,0.59,1.70,1.61
1,Birch,2,a,1,1,20,8.4,7.2,5630,1.85,46.3,107,37.7,35.1,2.7,7.8,6.6,4.67,3.63,3.56,0.99,2.05,1.89
1,Pine,0,a,1,1,30,12.5,10.9,3460,1.11,35.9,204,71.8,66.7,5.1,11.9,7.81,5.32,4.27,4.20,1.63,2.48,2.06
1,Pine,0,a,1,1,40,15.6,14.1,2340,1.1,40,281,98.8,91.8,7,15.2,7.95,5.64,4.59,4.52,1.95,2.72,2.07
1,Pine,0,a,1,1,60,19.8,19.8,1360,1.08,44.2,387,136,126.4,9.6,19,7.1,5.96,4.91,4.84,2.26,2.94,1.96
1,Pine,0,a,1,2,80,22.8,24.6,920,1.12,49.2,462,162.2,150.7,11.5,21.9,6.46,6.14,5.09,5.02,2.44,3.09,1.87
1,Pine,0,a,1,2,100,25.1,28.3,720,1.12,51.5,521,182.9,169.9,13,24,5.96,6.26,5.21,5.14,2.56,3.18,1.79
1,Pine,0,a,1,1,15,6,5.1,7510,0.97,18.3,56,19.7,18.3,1.4,7.07,8.72,4.03,2.98,2.91,0.34,1.96,2.17
1,Pine,0,a,1,1,20,8.6,8,3880,0.87,22.3,90,29.9,27.8,2.1,9.4,9.86,4.50,3.40,3.33,0.74,2.24,2.29
1,Pine,0,a,1,1,30,12.8,13.7,1780,0.86,28.2,164,55.5,51.6,3.9,13.7,10.4,5.10,4.02,3.94,1.36,2.62,2.34
1,Pine,0,a,1,1,40,16.1,19,1040,0.84,30.9,224,74.9,69.6,5.3,15.3,9.74,5.41,4.32,4.24,1.67,2.73,2.28
1,Pine,0,a,1,1,60,20.6,26.6,650,0.89,37.2,337,112.3,104.4,7.9,19.4,8.23,5.82,4.72,4.65,2.07,2.97,2.11
1,Pine,0,a,1,1,80,23.5,31.5,550,1,44.6,451,149.9,139.3,10.6,21,7.19,6.11,5.01,4.94,2.36,3.04,1.97
1,Pine,0,a,1,2,100,26,35.1,470,1.07,50.1,521,171.2,159.2,12,22.5,6.4,6.26,5.14,5.07,2.48,3.11,1.86
1,Pine,0,a,1,3,15,4.6,3.8,18180,0.91,12.8,37,13.4,12.5,0.9,3.36,3.24,3.61,2.60,2.53,-0.11,1.21,1.18
1,Pine,0,a,1,2,20,6.8,5.8,6980,1.02,21.5,73,25.7,23.9,1.8,5.47,5.05,4.29,3.25,3.17,0.59,1.70,1.62
1,Pine,0,a,1,2,30,10.3,9.1,4270,1.11,32.2,151,53.2,49.5,3.8,9.29,6.69,5.02,3.97,3.90,1.34,2.23,1.90
1,Pine,0,a,1,2,40,12.9,11.8,3020,1.13,37.2,213,75.1,69.8,5.3,12.3,7.08,5.36,4.32,4.25,1.67,2.51,1.96
1,Pine,0,a,1,3,60,16.5,16.4,1800,1.17,43.8,303,106.8,99.3,7.5,16,6.5,5.71,4.67,4.60,2.01,2.77,1.87
1,Pine,0,a,1,3,80,19.1,20.8,1210,1.18,47.5,370,130.5,121.3,9.2,19.2,6.1,5.91,4.87,4.80,2.22,2.95,1.81
1,Pine,0,a,1,3,100,21.6,24.8,890,1.18,50.3,431,153.5,142.6,10.9,21.7,5.77,6.07,5.03,4.96,2.39,3.08,1.75
1,Pine,0,a,1,3,15,4.9,3.8,9860,0.82,12.5,37,13.4,12.5,0.9,4.57,6.72,3.61,2.60,2.53,-0.11,1.52,1.91
1,Pine,0,a,1,2,20,6.9,6.7,4790,0.91,19.5,67,21.9,20.4,1.5,6.97,8.41,4.20,3.09,3.02,0.41,1.94,2.13
1,Pine,0,a,1,2,30,10.4,11.7,2180,0.91,26.4,125,42.5,39.5,3,11,9.21,4.83,3.75,3.68,1.10,2.40,2.22
1,Pine,0,a,1,2,40,13.2,16,1290,0.86,28.7,168,56.4,52.4,4,12.4,8.43,5.12,4.03,3.96,1.39,2.52,2.13
1,Pine,0,a,1,2,60,17.2,22.3,920,1.02,38.9,289,90.5,84.1,6.4,15.7,7.3,5.67,4.51,4.43,1.86,2.75,1.99
1,Pine,0,a,1,3,80,19.8,26.2,760,1.13,46.2,370,121.1,112.5,8.6,18,6.68,5.91,4.80,4.72,2.15,2.89,1.90
1,Pine,0,a,1,3,100,22.3,29.8,620,1.13,49.2,431,144.1,133.9,10.2,20,6.13,6.07,4.97,4.90,2.32,3.00,1.81
1,Birch,2,n,0,2,33,13.2,9.5,2419,0.65,14.9,78,46.1,36.7,9.4,5.32,1.39,4.36,3.83,3.60,2.24,1.67,0.33
1,Birch,2,n,0,2,30,12.2,8.5,3690,0.95,20.7,101,57,46.8,10.2,7.49,1.99,4.62,4.04,3.85,2.32,2.01,0.69
1,Birch,2,n,0,-1,32,19.2,17.8,970,0.94,26.3,196,90.9,73.9,17,17.5,2.22,5.28,4.51,4.30,2.83,2.86,0.80
1,Birch,2,n,0,2,65,18.6,19.4,1305,1.11,30.7,216,120.7,100.2,20.5,16.93,3.2,5.38,4.79,4.61,3.02,2.83,1.16
1,Birch,2,n,0,3,40,9.8,9.1,1850,0.81,15.1,59.2,31,23,8,4.24,0.97,4.08,3.43,3.14,2.08,1.44,-0.03
1,Oak,5,n,0,2,60,17.1,19.6,590,,18.2,149,100.8,84.4,16.4,17.3,2.5,5.00,4.61,4.44,2.80,2.85,0.92
1,Oak,5,n,0,3,100,22.5,22.2,500,,20.5,208,123.9,101,22.9,20,3.3,5.34,4.82,4.62,3.13,3.00,1.19
1,Oak,5,n,0,4,140,22.1,24.7,480,,28.1,287,132.3,108,24.3,24.3,3.7,5.66,4.89,4.68,3.19,3.19,1.31
1,Pine,0,n,0,2,62,18.9,19.6,1024,0.75,33.2,241,117.4,108.4,9,18.5,4.22,5.48,4.77,4.69,2.20,2.92,1.44
1,Pine,0,n,0,1,55,19.5,23.8,589,0.72,32.3,252,111.3,103,8.3,14.9,5.61,5.53,4.71,4.63,2.12,2.70,1.72
1,Pine,0,n,0,3,65,16.6,17.5,1713,0.83,28.9,216,140.7,127.9,12.8,20.9,8.33,5.38,4.95,4.85,2.55,3.04,2.12
1,Pine,0,n,0,0,65,24.9,22.9,706,0.66,31.7,338,153.2,138.8,14.4,31.2,7.3,5.82,5.03,4.93,2.67,3.44,1.99
1,Pine,0,n,0,1,55,20.8,21.5,1170,0.77,35.4,295,189.2,178.3,10.9,17.2,8,5.69,5.24,5.18,2.39,2.84,2.08
1,Pine,0,n,0,2,55,15.8,20.5,1189,1,41,252,150.4,141.2,9.3,18,5.03,5.53,5.01,4.95,2.23,2.89,1.62
1,Pine,0,n,0,5,74,11.8,12.4,2163,1.06,32.4,168,68.4,62,6.4,20.6,8.61,5.12,4.23,4.13,1.86,3.03,2.15
1,Pine,0,n,0,2,45,14.2,13.8,2184,1.2,46.4,260,104.3,95.7,8.6,19.1,7.99,5.56,4.65,4.56,2.15,2.95,2.08
1,Pine,0,n,0,5,105,14.7,18.9,1154,0.97,32.7,204,76.3,67.8,8.5,19.8,7.02,5.32,4.33,4.22,2.14,2.99,1.95
1,Pine,0,n,0,2,45,15.4,14.7,1616,0.91,36.8,221,92.7,85.3,7.4,13.6,5.83,5.40,4.53,4.45,2.00,2.61,1.76
1,Pine,0,n,0,5,105,13.6,17.3,907,0.78,25.4,148,66.2,60.7,5.5,17.4,4.61,5.00,4.19,4.11,1.70,2.86,1.53
1,Pine,0,n,0,5,75,10.6,10.6,2030,1,28.8,138,72.5,65.4,7.2,22.7,12.9,4.93,4.28,4.18,1.97,3.12,2.56
1,Pine,0,n,0,6,75,6.7,9,3624,0.87,17.8,68,48.1,43.8,4.3,14.1,14,4.22,3.87,3.78,1.46,2.65,2.64
1,Pine,0,n,0,3,45,10.8,13,1140,0.57,16.6,82,32.6,28.5,4.2,10.5,4.75,4.41,3.48,3.35,1.44,2.35,1.56
1,Pine,0,n,0,4,35,6.9,9,1218,0.39,8.2,30,13.4,11.6,1.8,4.92,3.2,3.40,2.60,2.45,0.59,1.59,1.16
1,Pine,0,n,0,5,55,7,10.3,1956,0.65,13.9,54,22.2,18.7,3.5,9.98,4.3,3.99,3.10,2.93,1.25,2.30,1.46
1,Pine,0,n,0,6,65,7.6,12,875,0.42,9.7,39,16.7,14.4,2.3,6.31,3.37,3.66,2.82,2.67,0.83,1.84,1.21
1,Pine,0,n,0,5,55,7.3,11.4,1206,0.59,13,50,22.2,18.6,3.6,8.75,2.48,3.91,3.10,2.92,1.28,2.17,0.91
1,Pine,0,n,0,6,55,6.5,9.9,1212,0.59,11.6,44,16,13.2,2.8,4.64,1.5,3.78,2.77,2.58,1.03,1.53,0.41
1,Pine,0,n,0,6,65,5.6,10,750,0.37,6.3,23,9.8,8.2,1.6,2.82,1.53,3.14,2.28,2.10,0.47,1.04,0.43
1,Pine,0,n,0,5,90,11,14,1000,0.6,17.7,87,36.4,,,9.6,4.7,4.47,3.59,,,2.26,1.55
1,Pine,0,n,0,5,90,11,14,1180,0.7,20.8,102,42.8,,,11.2,3.3,4.62,3.76,,,2.42,1.19
1,Pine,0,n,0,5,90,11,14,1300,0.78,23,113,47.5,,,12.5,5.8,4.73,3.86,,,2.53,1.76
1,Pine,0,n,0,1,6,2.1,1.9,8100,1.95,7,19,5.8,5.4,0.5,4.86,7.94,2.94,1.76,1.69,-0.69,1.58,2.07
1,Pine,0,n,0,1,6,1.8,1.8,8100,1.74,3.8,13,4.1,3.6,0.5,4.06,5.43,2.56,1.41,1.28,-0.69,1.40,1.69
1,Pine,0,n,0,2,6,1.7,1.6,8100,1.58,2.7,12,3.7,3.2,0.4,3.96,6.16,2.48,1.31,1.16,-0.92,1.38,1.82
1,Pine,0,n,0,2,6,1.6,1.7,8100,1.35,1.7,9.3,2.8,2.4,0.4,2.75,6.08,2.23,1.03,0.88,-0.92,1.01,1.81
1,Pine,0,n,0,2,6,1.5,1.7,8100,1.78,1.4,11,3.3,3,0.3,3,4.95,2.40,1.19,1.10,-1.20,1.10,1.60
1,Pine,0,n,0,2,6,1.5,1.5,8100,1.28,1,7.9,2.4,2,0.4,2.67,5.18,2.07,0.88,0.69,-0.92,0.98,1.64
1,Birch,2,n,0,-3,11,7.7,6.2,9200,2,31,96,58.6,46.6,12,6.9,3.5,4.56,4.07,3.84,2.48,1.93,1.25
1,Birch,2,n,0,0,11,6.4,4.8,9200,1.85,24.5,62,37.9,29.6,8.3,4.42,3.04,4.13,3.63,3.39,2.12,1.49,1.11
1,Birch,2,n,0,-2,11,6.6,4.8,9200,1.81,24.7,64,39.2,31.8,7.4,4.42,2.67,4.16,3.67,3.46,2.00,1.49,0.98
1,Birch,2,n,0,-1,11,6.4,4.8,9200,1.9,25.2,87,52.8,44.4,8.4,6.26,3.68,4.47,3.97,3.79,2.13,1.83,1.30
1,Birch,2,n,0,0,11,6.2,4.8,9200,1.92,24.7,61,37.4,28.6,8.8,6.44,3.68,4.11,3.62,3.35,2.17,1.86,1.30
1,Birch,2,n,0,0,11,6.2,5.2,9200,1.79,23.1,57,34.6,27.9,6.7,3.31,3.68,4.04,3.54,3.33,1.90,1.20,1.30
1,Birch,2,n,0,-4,27,21.1,17.6,1382,1.24,36.5,304,185.4,165.9,19.5,22.5,4.71,5.72,5.22,5.11,2.97,3.11,1.55
1,Alder,3,n,0,-1,38,19.8,17.8,1391,1.3,40,349,181.2,158,23.2,14.1,4.6,5.86,5.20,5.06,3.14,2.65,1.53
1,Alder,3,n,0,0,47,21.5,23.8,710,1,31.7,331,148.3,129.4,18.9,9.9,1.7,5.80,5.00,4.86,2.94,2.29,0.53
1,Alder,3,n,0,1,65,21.2,28.4,508,1,30.9,217,132.8,115.3,17.5,14.1,2.6,5.38,4.89,4.75,2.86,2.65,0.96
1,Alder,3,n,0,2,62,22.1,25.6,677,1.1,34.7,385,150.2,128.8,21.4,15.6,5.1,5.95,5.01,4.86,3.06,2.75,1.63
1,Alder,3,n,0,-1,19,11.9,8.4,2430,0.8,13.6,89,34.4,29.9,4.5,3.4,1.8,4.49,3.54,3.40,1.50,1.22,0.59
1,Alder,3,n,0,2,63,20.4,25.2,673,1.1,33.6,343,142.6,124.7,17.9,11.3,4.9,5.84,4.96,4.83,2.88,2.42,1.59
1,Alder,3,n,0,-2,15,10.5,6.2,5160,1,15.8,102,37.1,33.2,3.9,5.5,3.3,4.62,3.61,3.50,1.36,1.70,1.19
1,Alder,3,n,0,1,62,25.7,29.7,540,1,38.7,457,207.7,173.4,34.3,13.2,2.2,6.12,5.34,5.16,3.54,2.58,0.79
1,Alder,3,n,0,1,28,17,13.5,1767,1,24.9,228,103.8,90.4,13.4,5,2,5.43,4.64,4.50,2.60,1.61,0.69
1,Alder,3,n,0,-2,25,20.1,15.8,1411,0.9,25.7,255,109.7,95.9,13.8,6.1,2.7,5.54,4.70,4.56,2.62,1.81,0.99
1,Alder,3,n,0,2,65,22.7,25.5,493,0.7,24.7,304,140.5,118,22.5,5.9,1,5.72,4.95,4.77,3.11,1.77,0.00
1,Alder,3,n,0,0,18,14.2,12,1967,1.1,22.1,150,63.1,55,8.1,7.7,3.4,5.01,4.14,4.01,2.09,2.04,1.22
1,Alder,3,n,0,-3,15,11.7,8.4,1980,0.6,9.9,59,20.7,18,2.7,3.3,2.4,4.08,3.03,2.89,0.99,1.19,0.88
1,Alder,3,n,0,-2,18,12.2,7,3967,0.9,15.2,116,51.3,45.2,6.1,3.2,2.2,4.75,3.94,3.81,1.81,1.16,0.79
1,Alder,3,a,1,-2,42,22.9,19.4,1136,1,33.5,427,211.7,191.8,19.9,5.6,2.1,6.06,5.36,5.26,2.99,1.72,0.74
1,Alder,3,n,0,2,66,23.7,24.3,580,0.9,31.3,359,106.6,96,10.6,8.5,1.8,5.88,4.67,4.56,2.36,2.14,0.59
1,Alder,3,n,0,-1,27,20.5,18.5,500,0.5,13.4,134,62.7,55.3,7.4,3.1,1.7,4.90,4.14,4.01,2.00,1.13,0.53
1,Alder,3,n,0,2,61,20.3,32,250,0.7,18.9,170,69.8,61,8.8,2.1,1,5.14,4.25,4.11,2.17,0.74,0.00
1,Pine,0,a,1,2,25,10,8,4663,1.08,23.5,114.9,46.7,42.3,4.4,7.77,2.47,4.74,3.84,3.74,1.48,2.05,0.90
1,Pine,0,a,1,1,48,18.7,15.8,1465,0.86,27.2,238.5,91.7,85.7,6,20.6,6.3,5.47,4.52,4.45,1.79,3.03,1.84
1,Pine,0,a,1,2,90,23.5,29.3,488,0.95,33,370.5,152,140.4,11.6,27.49,10.58,5.91,5.02,4.94,2.45,3.31,2.36
1,Pine,0,a,1,1,15,7.7,7.1,4455,0.9,18.4,64,21.7,18.1,3.6,10.73,6.4,4.16,3.08,2.90,1.28,2.37,1.86
1,Pine,0,a,1,0,39,19.3,18.5,1540,1.08,36.2,313.7,107.1,100.8,6.4,13.63,4.45,5.75,4.67,4.61,1.86,2.61,1.49
1,Pine,0,a,1,-3,16,13.6,12.9,2030,1.06,25.5,180.3,82.3,72,10.2,32.03,10.77,5.19,4.41,4.28,2.32,3.47,2.38
1,Pine,0,a,1,0,24,13.7,11.7,1938,0.83,20.5,144,42.8,38,4.8,18.12,9.08,4.97,3.76,3.64,1.57,2.90,2.21
1,Pine,0,a,1,0,56,25.4,21.7,1204,1.29,44.5,567.4,209.1,192.5,16.5,8.79,4.43,6.34,5.34,5.26,2.80,2.17,1.49
1,Pine,0,a,1,0,53,23.4,23.7,867,1.13,38.4,438.1,148.3,141.4,6.9,9.81,3.86,6.08,5.00,4.95,1.93,2.28,1.35
1,Pine,0,a,1,-1,45,22.7,21.1,946,0.95,33,351.9,174.4,162.8,11.5,13.2,4.6,5.86,5.16,5.09,2.44,2.58,1.53
1,Pine,0,a,1,1,67,25.4,25.3,620,0.8,31.2,354,132.8,126.3,6.6,6.1,4.35,5.87,4.89,4.84,1.89,1.81,1.47
1,Pine,0,a,1,-2,37,22.8,21.8,862,0.87,32.3,326,120.6,111.9,8.6,6.62,3.44,5.79,4.79,4.72,2.15,1.89,1.24
1,Pine,0,a,1,-1,21,13.5,11.8,2324,1.04,25.6,175,63.7,57.5,6.2,,,5.16,4.15,4.05,1.82,,
1,Pine,0,a,1,-1,49,25.4,23.7,977,1.18,43.1,520.5,193.1,179.8,13.3,14.52,10.46,6.25,5.26,5.19,2.59,2.68,2.35
1,Pine,0,n,0,0,169,35,53.9,69,0.32,13.9,229,94.6,89.9,4.7,5.35,1.01,5.43,4.55,4.50,1.55,1.68,0.01
1,Pine,0,n,0,1,143,29.1,47.3,236,0.54,23.8,292,117.1,111.6,5.6,13.44,3.44,5.68,4.76,4.71,1.72,2.60,1.24
1,Pine,0,n,0,1,161,31.1,47.6,178,0.45,19,266,120.4,113.7,6.7,12.86,1.54,5.58,4.79,4.73,1.90,2.55,0.43
1,Pine,0,n,0,2,155,29.7,49.5,194,0.48,21.3,265,109,97.8,11.2,10.65,2.61,5.58,4.69,4.58,2.42,2.37,0.96
1,Pine,0,n,0,2,143,25.7,39.9,257,0.48,19.9,214,69.5,64.1,5.4,10.9,2.05,5.37,4.24,4.16,1.69,2.39,0.72
1,Pine,0,n,0,0,132,36.1,46.5,231,0.82,29.1,607,271.5,256.3,15.3,21.52,6.77,6.41,5.60,5.55,2.73,3.07,1.91
1,Pine,0,n,0,1,175,31.7,55.1,133,0.55,26.4,339,132.6,125.3,7.3,15.65,3.48,5.83,4.89,4.83,1.99,2.75,1.25
1,Pine,0,n,0,-1,63,27.3,27.2,108,1.19,43.8,583,253.1,234.6,18.5,25.81,5.7,6.37,5.53,5.46,2.92,3.25,1.74
2,Pine,0,a,1,3,29,9.6,9.2,2675,0.66,18,102.8,41.4,36.8,4.6,9.99,6,4.63,3.72,3.61,1.53,2.30,1.79
2,Pine,0,a,1,4,23,6.3,6.8,2547,0.5,9.2,37.7,14.9,12.8,2.2,5.01,2.79,3.63,2.70,2.55,0.79,1.61,1.03
2,Pine,0,a,1,2,29,12,12.4,1764,0.69,21.4,146.5,59.3,53.3,6,6.39,3.7,4.99,4.08,3.98,1.79,1.85,1.31
2,Pine,0,n,0,2,50,17.1,17.5,1025,0.71,24.7,227,92.4,84,8.4,9.32,5.08,5.42,4.53,4.43,2.13,2.23,1.63
2,Pine,0,a,1,2,38,13.8,15.1,1307,0.69,23.5,181.3,73.7,66.8,6.9,10.65,5.36,5.20,4.30,4.20,1.93,2.37,1.68
2,Pine,0,n,0,2,59,18.9,23.2,638,0.79,27,245.9,100.2,91.3,8.9,7.66,3.58,5.50,4.61,4.51,2.19,2.04,1.28
2,Pine,0,n,0,4,125,20.7,24.3,594,0.84,27.6,279.6,115.3,107.7,7.6,1.15,2.43,5.63,4.75,4.68,2.03,0.14,0.89
2,Pine,0,n,0,2,34,12.9,11.7,2520,0.94,27.2,186,75.3,67.7,7.6,7.3,5,5.23,4.32,4.22,2.03,1.99,1.61
2,Pine,0,n,0,1,55,19.7,20,1157,0.89,36.2,358.9,146.7,134.7,12.1,10.25,6.62,5.88,4.99,4.90,2.49,2.33,1.89
2,Pine,0,a,1,1,58,22.4,24.4,759,0.84,35.6,403.8,165.1,151.5,13.6,9.77,5.47,6.00,5.11,5.02,2.61,2.28,1.70
2,Pine,0,a,1,2,16,6.9,6.7,5560,0.91,19.4,80.3,32.1,27.9,4.1,10.17,7.35,4.39,3.47,3.33,1.41,2.32,1.99
2,Pine,0,a,1,3,28,9.2,8.6,3560,0.79,20.8,108.5,43.2,37.4,5.8,7.86,5.09,4.69,3.77,3.62,1.76,2.06,1.63
2,Pine,0,a,1,3,33,11.3,10.6,2194,0.64,19.3,103.2,52.2,45.8,6.3,5.83,3.44,4.64,3.96,3.82,1.84,1.76,1.24
2,Pine,0,a,1,3,32,11.2,9.9,2933,0.76,22.8,152.3,61.2,54.1,7.1,8.47,5.14,5.03,4.11,3.99,1.96,2.14,1.64
2,Pine,0,a,1,2,75,22.9,31,515,0.91,38.9,357.2,145.3,131.9,13.4,6.46,4.4,5.88,4.98,4.88,2.60,1.87,1.48
